longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,house_prices
-117.97,34.01,33.0,2006.0,381.0,1410.0,346.0,3.7083,<1H OCEAN,162569.08
-121.46,38.57,52.0,893.0,159.0,367.0,160.0,3.2386,INLAND,142615.17
-118.17,34.05,39.0,962.0,229.0,999.0,221.0,3.375,<1H OCEAN,147932.02
-121.34,38.66,18.0,4164.0,963.0,2032.0,898.0,2.119,INLAND,114433.39
-119.09,36.21,43.0,1335.0,280.0,943.0,288.0,1.9861,INLAND,56400.492
-118.25,33.96,48.0,1052.0,234.0,793.0,216.0,1.6585,<1H OCEAN,99869.81
-118.15,33.98,37.0,1184.0,290.0,1320.0,276.0,2.3,<1H OCEAN,158546.25
-120.04,36.97,20.0,2129.0,526.0,1845.0,522.0,1.8973,INLAND,63313.17
-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,NEAR BAY,301686.38
-118.26,34.01,38.0,697.0,208.0,749.0,206.0,1.4653,<1H OCEAN,114038.59
-118.55,34.38,24.0,6246.0,1028.0,2803.0,999.0,6.3002,<1H OCEAN,296821.9
-122.24,37.48,40.0,4459.0,1027.0,2080.0,982.0,3.5322,NEAR OCEAN,326253.44
-122.45,37.75,36.0,2303.0,381.0,862.0,371.0,6.0274,NEAR BAY,393333.8
-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,NEAR OCEAN,496993.38
-116.83,32.81,18.0,2367.0,402.0,1021.0,395.0,4.8125,<1H OCEAN,187345.92
-118.3,34.26,40.0,1065.0,214.0,605.0,183.0,4.1964,<1H OCEAN,187786.8
-117.14,32.75,25.0,1908.0,513.0,956.0,467.0,2.4828,NEAR OCEAN,148011.48
-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,<1H OCEAN,209009.02
-117.13,32.76,29.0,2568.0,682.0,1191.0,642.0,2.1094,NEAR OCEAN,170001.98
-121.45,36.51,29.0,1045.0,311.0,1245.0,273.0,1.775,<1H OCEAN,124538.29
-117.67,33.56,4.0,3289.0,728.0,1345.0,632.0,4.6863,<1H OCEAN,221520.14
-122.66,38.48,21.0,2066.0,393.0,919.0,395.0,3.267,<1H OCEAN,189948.86
-115.85,34.2,34.0,3868.0,1257.0,890.0,423.0,1.3571,INLAND,65523.535
-118.26,34.08,45.0,2174.0,627.0,1992.0,557.0,2.5428,<1H OCEAN,176348.0
-117.08,32.64,38.0,917.0,256.0,494.0,233.0,1.9241,NEAR OCEAN,167180.58
-121.35,38.62,28.0,4175.0,796.0,2032.0,830.0,3.4299,INLAND,122197.13
-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,8.4284,<1H OCEAN,366679.38
-122.3,37.53,43.0,1748.0,366.0,984.0,371.0,4.5116,NEAR OCEAN,300525.88
-119.68,36.79,16.0,1551.0,,1010.0,292.0,3.5417,INLAND,88046.65
-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,<1H OCEAN,116802.76
-120.82,37.54,20.0,707.0,114.0,282.0,86.0,6.1324,INLAND,236097.14
-117.98,33.89,18.0,2939.0,437.0,1278.0,435.0,7.1425,<1H OCEAN,329110.72
-121.25,38.07,28.0,2103.0,422.0,1167.0,391.0,3.0592,INLAND,101227.89
-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,INLAND,84814.14
-121.85,37.26,16.0,1982.0,280.0,1030.0,297.0,6.4339,<1H OCEAN,270955.16
-118.93,35.44,13.0,1439.0,237.0,557.0,227.0,6.1563,INLAND,148827.14
-118.5,34.05,39.0,1487.0,163.0,414.0,160.0,15.0,<1H OCEAN,504840.9
-119.37,36.35,20.0,1132.0,177.0,518.0,178.0,5.3767,INLAND,145184.38
-118.48,34.02,29.0,1585.0,542.0,1019.0,487.0,2.7072,<1H OCEAN,364564.3
-118.01,33.78,19.0,2648.0,478.0,1160.0,452.0,5.9357,<1H OCEAN,302032.88
-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844,INLAND,198698.05
-122.39,37.74,45.0,1462.0,308.0,924.0,302.0,2.1767,NEAR BAY,171379.34
-117.09,32.75,28.0,1220.0,391.0,1286.0,396.0,1.2286,NEAR OCEAN,102752.68
-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613,<1H OCEAN,266774.88
-121.79,36.95,34.0,2152.0,430.0,1516.0,386.0,3.7863,<1H OCEAN,194216.61
-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,INLAND,78792.45
-118.57,34.25,34.0,5098.0,778.0,2239.0,778.0,5.6149,<1H OCEAN,302894.75
-122.3,38.29,48.0,2278.0,477.0,1219.0,453.0,2.9643,NEAR BAY,147672.3
-118.19,34.65,33.0,1781.0,326.0,913.0,314.0,3.9963,INLAND,158984.81
-117.21,33.13,15.0,1889.0,368.0,754.0,409.0,2.2278,NEAR OCEAN,182961.2
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,NEAR BAY,250213.72
-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,<1H OCEAN,339677.78
-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,<1H OCEAN,107206.766
-118.39,33.81,35.0,1008.0,165.0,391.0,167.0,3.7778,NEAR OCEAN,391072.2
-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3.9261,INLAND,97963.44
-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,INLAND,81163.56
-118.44,34.29,35.0,2606.0,447.0,1555.0,404.0,4.6864,<1H OCEAN,205275.67
-121.61,37.15,16.0,5498.0,729.0,2051.0,694.0,7.8601,<1H OCEAN,445895.97
-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,NEAR OCEAN,242216.5
-122.5,37.76,43.0,2108.0,456.0,1299.0,447.0,3.1406,NEAR OCEAN,276855.16
-118.51,34.22,36.0,1952.0,387.0,1156.0,392.0,4.185,<1H OCEAN,213257.17
-118.09,34.74,34.0,1218.0,285.0,797.0,248.0,2.4348,INLAND,101718.484
-118.39,34.19,25.0,3794.0,989.0,2454.0,876.0,2.9982,<1H OCEAN,202434.16
-117.25,32.96,18.0,4773.0,743.0,1970.0,716.0,6.6199,NEAR OCEAN,367710.34
-117.47,33.94,34.0,559.0,139.0,532.0,137.0,3.0687,INLAND,109165.67
-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844,NEAR BAY,231692.1
-117.96,33.6,34.0,959.0,230.0,384.0,197.0,5.2333,NEAR OCEAN,388669.1
-117.88,33.7,24.0,534.0,88.0,249.0,74.0,5.3254,<1H OCEAN,263466.72
-117.14,32.9,16.0,3217.0,,2054.0,687.0,4.2234,<1H OCEAN,170265.12
-116.31,33.66,7.0,4497.0,831.0,2248.0,713.0,3.6354,INLAND,119373.266
-117.79,33.7,16.0,6259.0,1098.0,3785.0,1114.0,6.3298,<1H OCEAN,263947.84
-122.19,37.42,47.0,932.0,167.0,295.0,116.0,8.4375,NEAR OCEAN,489275.88
-122.5,37.75,43.0,2373.0,481.0,1247.0,454.0,4.0985,NEAR OCEAN,281405.2
-122.46,37.75,52.0,1207.0,152.0,465.0,162.0,10.7569,NEAR BAY,474452.6
-118.19,34.05,29.0,855.0,199.0,785.0,169.0,2.6964,<1H OCEAN,142803.02
-118.48,33.99,46.0,2219.0,686.0,1107.0,590.0,2.5523,<1H OCEAN,344734.25
-118.24,34.06,19.0,2870.0,1021.0,3325.0,978.0,1.7395,<1H OCEAN,197214.08
-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,<1H OCEAN,368676.84
-115.52,33.13,18.0,1109.0,283.0,1006.0,253.0,2.163,INLAND,63206.855
-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,NEAR BAY,136016.47
-117.34,34.12,26.0,1008.0,164.0,568.0,196.0,3.3516,INLAND,100003.516
-122.45,37.71,50.0,1441.0,283.0,1159.0,286.0,4.5417,NEAR OCEAN,255283.38
-121.98,37.33,35.0,1907.0,326.0,912.0,313.0,5.9567,<1H OCEAN,298153.38
-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,1.7866,<1H OCEAN,188856.33
-118.61,34.16,29.0,4364.0,647.0,1550.0,624.0,6.8107,<1H OCEAN,408659.34
-118.14,34.16,38.0,1843.0,565.0,1449.0,524.0,2.2174,<1H OCEAN,187453.66
-117.13,32.72,52.0,1560.0,307.0,757.0,315.0,2.7083,NEAR OCEAN,194804.53
-117.09,32.68,30.0,2662.0,653.0,1997.0,605.0,2.8089,NEAR OCEAN,127026.13
-119.7,36.3,10.0,956.0,201.0,693.0,220.0,2.2895,INLAND,66509.54
-119.17,34.17,42.0,1411.0,300.0,1295.0,339.0,2.6667,NEAR OCEAN,165315.56
-117.1,34.57,6.0,5110.0,1044.0,1938.0,724.0,3.1917,INLAND,114088.984
-122.29,37.91,40.0,2085.0,329.0,796.0,339.0,5.5357,NEAR BAY,313110.78
-118.74,34.05,19.0,3487.0,686.0,2782.0,584.0,7.9184,NEAR OCEAN,427414.25
-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,<1H OCEAN,236521.2
-122.27,37.56,17.0,3211.0,847.0,1553.0,812.0,4.9434,NEAR BAY,304359.72
-122.34,40.51,16.0,2247.0,502.0,1206.0,463.0,1.9946,INLAND,74849.62
-122.26,37.46,26.0,5067.0,750.0,1996.0,728.0,7.0001,NEAR OCEAN,459800.34
-118.81,34.25,4.0,9147.0,1827.0,3950.0,1661.0,5.716,<1H OCEAN,279188.94
-121.55,38.59,36.0,435.0,95.0,285.0,90.0,1.2292,INLAND,85038.45
-118.18,34.16,34.0,5012.0,746.0,1699.0,715.0,9.4987,<1H OCEAN,476838.16
-117.12,32.75,25.0,2222.0,634.0,1025.0,568.0,1.64,NEAR OCEAN,131844.1
-119.17,34.2,40.0,1083.0,319.0,1843.0,349.0,2.3077,NEAR OCEAN,180037.62
-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,4.5759,<1H OCEAN,253942.8
-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691,<1H OCEAN,151879.88
-118.39,34.06,37.0,2975.0,705.0,1291.0,654.0,5.3316,<1H OCEAN,470791.16
-118.18,34.05,41.0,616.0,196.0,814.0,180.0,3.3333,<1H OCEAN,133366.12
-118.32,33.98,40.0,1298.0,277.0,791.0,255.0,3.2344,<1H OCEAN,158368.89
-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,INLAND,89550.32
-118.06,34.07,30.0,2308.0,674.0,3034.0,691.0,2.3929,<1H OCEAN,177437.22
-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,<1H OCEAN,261210.77
-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063,INLAND,113968.234
-118.45,34.2,27.0,1572.0,450.0,1039.0,455.0,2.5562,<1H OCEAN,193847.03
-120.58,39.27,15.0,4126.0,903.0,723.0,266.0,3.0147,INLAND,121572.04
-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,<1H OCEAN,296926.66
-117.06,32.6,24.0,1088.0,268.0,1095.0,246.0,2.4191,NEAR OCEAN,119642.36
-116.4,33.78,8.0,3059.0,500.0,612.0,208.0,6.8729,INLAND,286638.6
-118.39,34.23,43.0,1193.0,299.0,1184.0,320.0,2.1518,<1H OCEAN,150013.86
-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813,<1H OCEAN,272088.2
-122.72,38.31,26.0,1644.0,294.0,801.0,291.0,4.3906,<1H OCEAN,225389.64
-121.95,37.31,27.0,4140.0,,2135.0,893.0,3.6292,<1H OCEAN,266228.0
-122.17,40.2,28.0,1782.0,334.0,873.0,311.0,3.3594,INLAND,75682.48
-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,INLAND,124710.88
-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2.621,INLAND,148180.84
-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,INLAND,174389.39
-121.84,37.27,9.0,3624.0,812.0,1856.0,721.0,4.2083,<1H OCEAN,201706.4
-118.32,34.02,52.0,2511.0,587.0,1660.0,546.0,2.6098,<1H OCEAN,160782.98
-122.56,38.06,19.0,15622.0,2721.0,6109.0,2615.0,5.0965,NEAR BAY,249152.36
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,<1H OCEAN,104534.984
-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,INLAND,110530.89
-118.29,34.11,30.0,2774.0,570.0,1076.0,580.0,5.296,<1H OCEAN,365383.16
-117.37,34.59,39.0,8193.0,1747.0,6852.0,1597.0,2.3832,INLAND,115957.94
-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,NEAR BAY,496113.1
-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321,INLAND,208879.44
-122.08,37.63,31.0,767.0,171.0,548.0,185.0,3.7614,NEAR BAY,167680.19
-119.35,35.58,13.0,1657.0,362.0,1186.0,376.0,1.1903,INLAND,59363.957
-118.19,33.86,36.0,2013.0,546.0,1659.0,522.0,3.1215,<1H OCEAN,157243.95
-117.89,33.73,33.0,1308.0,375.0,2175.0,347.0,3.0824,<1H OCEAN,180025.03
-122.82,38.39,32.0,1437.0,257.0,752.0,245.0,4.7422,<1H OCEAN,240965.53
-118.24,33.98,45.0,972.0,249.0,1288.0,261.0,2.2054,<1H OCEAN,106484.43
-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,NEAR BAY,445452.16
-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,INLAND,66664.17
-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,<1H OCEAN,258575.92
-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,INLAND,87919.586
-117.69,33.65,15.0,5394.0,748.0,2383.0,706.0,7.5619,<1H OCEAN,311898.8
-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,<1H OCEAN,241419.4
-117.83,33.89,25.0,1737.0,270.0,840.0,265.0,4.625,<1H OCEAN,225035.23
-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,NEAR OCEAN,316216.25
-122.42,37.78,52.0,1254.0,469.0,895.0,456.0,2.1516,NEAR BAY,305926.94
-121.87,37.35,27.0,3500.0,1036.0,3019.0,955.0,2.9222,<1H OCEAN,200394.42
-122.57,38.27,7.0,6508.0,1028.0,2902.0,1010.0,5.3707,<1H OCEAN,250635.39
-118.44,34.31,14.0,4151.0,941.0,3163.0,915.0,4.0301,<1H OCEAN,178976.67
-122.16,37.89,32.0,1779.0,241.0,721.0,258.0,8.7589,NEAR BAY,439630.94
-121.18,39.26,14.0,811.0,161.0,352.0,121.0,3.5938,INLAND,143680.44
-118.31,33.9,30.0,2407.0,581.0,1724.0,531.0,3.4792,<1H OCEAN,192565.1
-120.99,39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607,INLAND,173421.28
-118.19,34.04,34.0,1011.0,274.0,1164.0,262.0,2.8542,<1H OCEAN,137579.9
-118.11,33.89,34.0,2508.0,594.0,1549.0,545.0,3.2069,<1H OCEAN,187283.55
-121.41,39.04,16.0,1698.0,300.0,731.0,291.0,3.0739,INLAND,127417.96
-120.41,37.88,16.0,744.0,141.0,311.0,122.0,4.4231,INLAND,135747.44
-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,4.9335,<1H OCEAN,299511.78
-120.08,34.62,11.0,3478.0,588.0,1693.0,582.0,4.6554,NEAR OCEAN,264473.84
-119.85,36.81,15.0,1743.0,310.0,1011.0,325.0,3.755,INLAND,86672.945
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,<1H OCEAN,153341.66
-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,INLAND,193968.7
-117.24,32.73,37.0,2260.0,354.0,809.0,351.0,5.9113,NEAR OCEAN,397630.66
-117.25,34.41,13.0,3682.0,668.0,1606.0,668.0,2.1875,INLAND,91813.97
-118.15,33.89,30.0,4426.0,995.0,4196.0,921.0,3.274,<1H OCEAN,179637.44
-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,<1H OCEAN,200680.33
-121.3,37.97,52.0,2980.0,537.0,1128.0,510.0,4.061,INLAND,136054.61
-118.49,34.27,33.0,3047.0,527.0,1578.0,507.0,4.58,<1H OCEAN,233943.23
-118.23,33.96,44.0,3186.0,876.0,3913.0,842.0,3.0143,<1H OCEAN,142095.89
-121.58,37.01,15.0,2873.0,547.0,1582.0,567.0,5.1519,INLAND,258356.02
-121.34,38.02,30.0,4375.0,689.0,2038.0,709.0,5.1202,INLAND,155738.97
-116.72,34.89,14.0,4527.0,875.0,1640.0,590.0,2.8594,INLAND,94029.63
-121.44,38.54,39.0,2855.0,,1217.0,562.0,3.2404,INLAND,115400.875
-118.13,33.78,31.0,3039.0,739.0,1199.0,697.0,3.7232,NEAR OCEAN,331152.62
-122.16,37.77,45.0,2324.0,397.0,968.0,384.0,3.5739,NEAR BAY,191391.28
-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,<1H OCEAN,113076.44
-122.35,40.56,12.0,3900.0,863.0,2145.0,864.0,1.9881,INLAND,85149.37
-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,<1H OCEAN,185656.67
-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,4.1974,INLAND,181898.06
-121.3,38.03,13.0,1014.0,200.0,712.0,197.0,3.1471,INLAND,106633.8
-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,INLAND,172716.36
-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419,<1H OCEAN,262590.6
-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,<1H OCEAN,196644.55
-117.65,33.6,13.0,2319.0,430.0,1004.0,380.0,5.133,<1H OCEAN,230874.98
-121.23,40.01,38.0,725.0,190.0,219.0,115.0,1.625,INLAND,78425.07
-117.66,34.06,39.0,1405.0,339.0,1489.0,336.0,1.608,INLAND,98121.05
-119.15,34.25,36.0,3511.0,664.0,2965.0,695.0,4.0878,NEAR OCEAN,183747.75
-118.84,34.15,17.0,3785.0,494.0,1527.0,507.0,8.4443,<1H OCEAN,435313.34
-118.39,34.22,35.0,1790.0,334.0,1277.0,345.0,5.0818,<1H OCEAN,202237.78
-118.0,33.71,19.0,4808.0,1029.0,2422.0,971.0,4.0121,<1H OCEAN,245620.5
-122.01,37.36,25.0,2796.0,429.0,1267.0,426.0,6.6329,<1H OCEAN,356286.44
-118.4,33.97,37.0,1364.0,248.0,494.0,242.0,4.6364,<1H OCEAN,351646.4
-122.59,38.12,25.0,7784.0,1145.0,3445.0,1166.0,6.0132,<1H OCEAN,343536.0
-118.1,34.15,14.0,1442.0,369.0,782.0,343.0,2.7431,INLAND,195022.38
-118.26,33.91,44.0,892.0,139.0,440.0,159.0,2.8859,<1H OCEAN,148512.31
-122.41,37.65,32.0,3436.0,868.0,2583.0,817.0,3.5039,NEAR OCEAN,265682.94
-121.86,37.23,24.0,4337.0,670.0,1936.0,652.0,5.8904,<1H OCEAN,269502.5
-118.21,34.12,52.0,1301.0,389.0,1189.0,361.0,2.5139,<1H OCEAN,170466.6
-120.13,36.87,32.0,2089.0,468.0,1765.0,427.0,2.234,INLAND,60789.4
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,<1H OCEAN,200038.19
-121.96,37.31,31.0,3890.0,711.0,1898.0,717.0,5.2534,<1H OCEAN,295759.56
-117.24,32.8,30.0,1917.0,462.0,828.0,437.0,2.4671,NEAR OCEAN,227632.6
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,NEAR BAY,120429.84
-117.1,32.68,20.0,1012.0,269.0,837.0,240.0,2.0488,NEAR OCEAN,108838.79
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,NEAR BAY,362021.3
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,<1H OCEAN,256194.8
-119.71,34.43,18.0,1170.0,372.0,681.0,346.0,2.1974,<1H OCEAN,253478.61
-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,NEAR OCEAN,184558.2
-122.26,41.66,17.0,1885.0,350.0,953.0,328.0,2.1607,INLAND,64887.492
-122.22,38.1,40.0,2549.0,478.0,1275.0,494.0,2.9469,NEAR BAY,113074.055
-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,4.4063,INLAND,157331.5
-118.16,34.02,42.0,814.0,216.0,773.0,208.0,2.5313,<1H OCEAN,146462.88
-119.19,34.2,18.0,3620.0,,3171.0,779.0,3.3409,NEAR OCEAN,175858.98
-121.42,38.68,32.0,2118.0,345.0,1019.0,338.0,3.725,INLAND,99887.01
-119.18,34.19,19.0,2393.0,,1938.0,762.0,1.6953,NEAR OCEAN,182481.89
-116.96,32.8,24.0,2493.0,693.0,1420.0,643.0,1.8357,<1H OCEAN,146037.47
-121.31,37.99,15.0,3103.0,965.0,3061.0,861.0,1.3729,INLAND,104265.66
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,NEAR BAY,233899.23
-118.47,34.16,30.0,3823.0,740.0,1449.0,612.0,4.6,<1H OCEAN,364403.53
-120.84,37.5,47.0,2310.0,484.0,1126.0,447.0,2.2083,INLAND,89087.67
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,NEAR OCEAN,144710.92
-119.03,35.37,52.0,1503.0,367.0,554.0,277.0,1.6786,INLAND,91763.67
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,3.6949,INLAND,107849.89
-121.25,38.69,17.0,3050.0,481.0,1490.0,489.0,4.5562,INLAND,148812.2
-118.05,33.95,33.0,1954.0,390.0,1600.0,376.0,3.6125,<1H OCEAN,170799.08
-117.42,33.98,16.0,10072.0,2043.0,5913.0,1909.0,3.0606,INLAND,120781.39
-121.46,38.52,34.0,1279.0,285.0,963.0,268.0,2.71,INLAND,78721.48
-121.93,36.63,41.0,1049.0,198.0,428.0,183.0,4.3571,NEAR OCEAN,280917.4
-121.8,37.35,15.0,2781.0,498.0,1389.0,475.0,5.614,<1H OCEAN,245094.88
-118.46,34.23,20.0,4609.0,1499.0,5349.0,1377.0,2.7121,<1H OCEAN,178922.3
-117.41,34.1,29.0,1362.0,251.0,776.0,253.0,3.1287,INLAND,117279.39
-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,INLAND,200071.36
-122.1,37.88,35.0,3701.0,528.0,1511.0,517.0,7.2315,NEAR BAY,384172.84
-119.56,36.53,19.0,2746.0,495.0,1670.0,518.0,3.2019,INLAND,89719.62
-117.78,33.68,15.0,1834.0,330.0,841.0,309.0,6.0634,<1H OCEAN,289921.62
-117.25,32.8,26.0,2442.0,659.0,1134.0,624.0,3.3274,NEAR OCEAN,288149.38
-117.06,32.7,12.0,3943.0,737.0,3280.0,751.0,4.112,NEAR OCEAN,149414.4
-121.99,37.96,17.0,2756.0,423.0,1228.0,426.0,5.5872,INLAND,201715.7
-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,NEAR BAY,397501.38
-121.99,37.61,9.0,3666.0,711.0,2341.0,703.0,4.6458,<1H OCEAN,210818.83
-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924,<1H OCEAN,252118.11
-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,NEAR BAY,393835.66
-118.36,34.07,48.0,1740.0,360.0,748.0,357.0,4.7019,<1H OCEAN,419604.84
-121.86,37.31,24.0,1939.0,652.0,1808.0,625.0,2.2259,<1H OCEAN,183311.52
-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,INLAND,60807.535
-118.07,33.99,39.0,552.0,151.0,807.0,168.0,3.25,<1H OCEAN,142506.62
-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,INLAND,82659.09
-118.36,34.1,37.0,7097.0,2010.0,2913.0,1939.0,2.875,<1H OCEAN,331720.16
-121.26,38.27,20.0,1314.0,229.0,712.0,219.0,4.4125,INLAND,168714.22
-122.04,36.96,32.0,1438.0,306.0,802.0,293.0,4.1964,NEAR OCEAN,253518.94
-118.38,33.81,33.0,2349.0,407.0,954.0,373.0,6.4956,NEAR OCEAN,475043.9
-122.45,37.77,52.0,3095.0,682.0,1269.0,639.0,3.575,NEAR BAY,422059.3
-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,NEAR OCEAN,247108.06
-121.1,38.94,42.0,410.0,117.0,706.0,112.0,1.0179,INLAND,90968.72
-118.14,33.96,34.0,2744.0,541.0,1333.0,503.0,4.0536,<1H OCEAN,246829.12
-123.85,41.32,31.0,938.0,238.0,425.0,157.0,1.0486,<1H OCEAN,81997.63
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,NEAR OCEAN,232146.23
-122.45,37.76,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,NEAR BAY,363598.94
-121.26,37.97,31.0,1189.0,295.0,891.0,292.0,2.5536,INLAND,81323.27
-122.3,37.56,37.0,1962.0,367.0,1267.0,382.0,4.7344,NEAR OCEAN,288708.78
-122.45,37.77,52.0,2339.0,548.0,1090.0,507.0,3.3679,NEAR BAY,417011.25
-122.39,40.59,26.0,1279.0,438.0,1276.0,420.0,1.2404,INLAND,71702.93
-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,<1H OCEAN,240120.75
-117.42,34.59,8.0,5445.0,1360.0,3220.0,1214.0,1.7567,INLAND,86512.4
-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,<1H OCEAN,147679.33
-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,<1H OCEAN,357925.03
-122.3,38.31,34.0,1797.0,395.0,1162.0,407.0,3.455,NEAR BAY,146229.89
-118.17,33.92,43.0,2099.0,398.0,1276.0,387.0,3.1528,<1H OCEAN,155091.14
-118.89,34.33,23.0,366.0,62.0,265.0,66.0,3.125,<1H OCEAN,245439.16
-117.0,32.64,11.0,3098.0,490.0,1391.0,484.0,4.9792,NEAR OCEAN,223155.61
-118.15,33.92,30.0,915.0,234.0,646.0,211.0,2.5208,<1H OCEAN,165547.73
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,NEAR BAY,387915.78
-121.35,38.66,24.0,3313.0,769.0,1631.0,681.0,2.5556,INLAND,110933.46
-118.94,35.38,26.0,4800.0,831.0,2365.0,743.0,3.7533,INLAND,87902.914
-118.0,33.76,12.0,1250.0,331.0,1047.0,334.0,3.0625,<1H OCEAN,179830.47
-119.24,34.28,41.0,1280.0,240.0,608.0,252.0,4.4038,NEAR OCEAN,249132.08
-117.95,33.94,28.0,2851.0,496.0,1287.0,496.0,5.0782,<1H OCEAN,241250.2
-122.5,37.74,44.0,2082.0,470.0,1154.0,403.0,4.3611,NEAR OCEAN,281697.56
-121.6,39.77,26.0,1503.0,343.0,699.0,296.0,1.875,INLAND,73183.625
-123.21,40.51,16.0,241.0,84.0,152.0,61.0,1.375,INLAND,55154.18
-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,<1H OCEAN,157104.6
-122.67,38.31,28.0,1915.0,419.0,930.0,342.0,3.7875,<1H OCEAN,184785.34
-117.98,33.76,23.0,1553.0,518.0,1988.0,474.0,2.1375,<1H OCEAN,157372.11
-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND,147993.31
-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,<1H OCEAN,168995.17
-116.75,33.83,16.0,5277.0,1070.0,657.0,276.0,3.3333,INLAND,143286.45
