longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-117.12,32.75,25.0,2222.0,634.0,1025.0,568.0,1.64,NEAR OCEAN
-119.17,34.2,40.0,1083.0,319.0,1843.0,349.0,2.3077,NEAR OCEAN
-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,4.5759,<1H OCEAN
-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691,<1H OCEAN
-118.39,34.06,37.0,2975.0,705.0,1291.0,654.0,5.3316,<1H OCEAN
-118.18,34.05,41.0,616.0,196.0,814.0,180.0,3.3333,<1H OCEAN
-118.32,33.98,40.0,1298.0,277.0,791.0,255.0,3.2344,<1H OCEAN
-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,INLAND
-118.06,34.07,30.0,2308.0,674.0,3034.0,691.0,2.3929,<1H OCEAN
-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,<1H OCEAN
-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063,INLAND
-118.45,34.2,27.0,1572.0,450.0,1039.0,455.0,2.5562,<1H OCEAN
-120.58,39.27,15.0,4126.0,903.0,723.0,266.0,3.0147,INLAND
-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,<1H OCEAN
-117.06,32.6,24.0,1088.0,268.0,1095.0,246.0,2.4191,NEAR OCEAN
-116.4,33.78,8.0,3059.0,500.0,612.0,208.0,6.8729,INLAND
-118.39,34.23,43.0,1193.0,299.0,1184.0,320.0,2.1518,<1H OCEAN
-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813,<1H OCEAN
-122.72,38.31,26.0,1644.0,294.0,801.0,291.0,4.3906,<1H OCEAN
-121.95,37.31,27.0,4140.0,,2135.0,893.0,3.6292,<1H OCEAN
-122.17,40.2,28.0,1782.0,334.0,873.0,311.0,3.3594,INLAND
-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,INLAND
-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2.621,INLAND
-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,INLAND
-121.84,37.27,9.0,3624.0,812.0,1856.0,721.0,4.2083,<1H OCEAN
-118.32,34.02,52.0,2511.0,587.0,1660.0,546.0,2.6098,<1H OCEAN
-122.56,38.06,19.0,15622.0,2721.0,6109.0,2615.0,5.0965,NEAR BAY
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,<1H OCEAN
-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,INLAND
-118.29,34.11,30.0,2774.0,570.0,1076.0,580.0,5.296,<1H OCEAN
-117.37,34.59,39.0,8193.0,1747.0,6852.0,1597.0,2.3832,INLAND
-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,NEAR BAY
-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321,INLAND
-122.08,37.63,31.0,767.0,171.0,548.0,185.0,3.7614,NEAR BAY
-119.35,35.58,13.0,1657.0,362.0,1186.0,376.0,1.1903,INLAND
-118.19,33.86,36.0,2013.0,546.0,1659.0,522.0,3.1215,<1H OCEAN
-117.89,33.73,33.0,1308.0,375.0,2175.0,347.0,3.0824,<1H OCEAN
-122.82,38.39,32.0,1437.0,257.0,752.0,245.0,4.7422,<1H OCEAN
-118.24,33.98,45.0,972.0,249.0,1288.0,261.0,2.2054,<1H OCEAN
-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,NEAR BAY
-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,INLAND
-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,<1H OCEAN
-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,INLAND
-117.69,33.65,15.0,5394.0,748.0,2383.0,706.0,7.5619,<1H OCEAN
-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,<1H OCEAN
-117.83,33.89,25.0,1737.0,270.0,840.0,265.0,4.625,<1H OCEAN
-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,NEAR OCEAN
-122.42,37.78,52.0,1254.0,469.0,895.0,456.0,2.1516,NEAR BAY
-121.87,37.35,27.0,3500.0,1036.0,3019.0,955.0,2.9222,<1H OCEAN
-122.57,38.27,7.0,6508.0,1028.0,2902.0,1010.0,5.3707,<1H OCEAN
-118.44,34.31,14.0,4151.0,941.0,3163.0,915.0,4.0301,<1H OCEAN
-122.16,37.89,32.0,1779.0,241.0,721.0,258.0,8.7589,NEAR BAY
-121.18,39.26,14.0,811.0,161.0,352.0,121.0,3.5938,INLAND
-118.31,33.9,30.0,2407.0,581.0,1724.0,531.0,3.4792,<1H OCEAN
-120.99,39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607,INLAND
-118.19,34.04,34.0,1011.0,274.0,1164.0,262.0,2.8542,<1H OCEAN
-118.11,33.89,34.0,2508.0,594.0,1549.0,545.0,3.2069,<1H OCEAN
-121.41,39.04,16.0,1698.0,300.0,731.0,291.0,3.0739,INLAND
-120.41,37.88,16.0,744.0,141.0,311.0,122.0,4.4231,INLAND
-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,4.9335,<1H OCEAN
-120.08,34.62,11.0,3478.0,588.0,1693.0,582.0,4.6554,NEAR OCEAN
-119.85,36.81,15.0,1743.0,310.0,1011.0,325.0,3.755,INLAND
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,<1H OCEAN
-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,INLAND
-117.24,32.73,37.0,2260.0,354.0,809.0,351.0,5.9113,NEAR OCEAN
-117.25,34.41,13.0,3682.0,668.0,1606.0,668.0,2.1875,INLAND
-118.15,33.89,30.0,4426.0,995.0,4196.0,921.0,3.274,<1H OCEAN
-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,<1H OCEAN
-121.3,37.97,52.0,2980.0,537.0,1128.0,510.0,4.061,INLAND
-118.49,34.27,33.0,3047.0,527.0,1578.0,507.0,4.58,<1H OCEAN
-118.23,33.96,44.0,3186.0,876.0,3913.0,842.0,3.0143,<1H OCEAN
-121.58,37.01,15.0,2873.0,547.0,1582.0,567.0,5.1519,INLAND
-121.34,38.02,30.0,4375.0,689.0,2038.0,709.0,5.1202,INLAND
-116.72,34.89,14.0,4527.0,875.0,1640.0,590.0,2.8594,INLAND
-121.44,38.54,39.0,2855.0,,1217.0,562.0,3.2404,INLAND
-118.13,33.78,31.0,3039.0,739.0,1199.0,697.0,3.7232,NEAR OCEAN
-122.16,37.77,45.0,2324.0,397.0,968.0,384.0,3.5739,NEAR BAY
-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,<1H OCEAN
-122.35,40.56,12.0,3900.0,863.0,2145.0,864.0,1.9881,INLAND
-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,<1H OCEAN
-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,4.1974,INLAND
-121.3,38.03,13.0,1014.0,200.0,712.0,197.0,3.1471,INLAND
-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,INLAND
-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419,<1H OCEAN
-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,<1H OCEAN
-117.65,33.6,13.0,2319.0,430.0,1004.0,380.0,5.133,<1H OCEAN
-121.23,40.01,38.0,725.0,190.0,219.0,115.0,1.625,INLAND
-117.66,34.06,39.0,1405.0,339.0,1489.0,336.0,1.608,INLAND
-119.15,34.25,36.0,3511.0,664.0,2965.0,695.0,4.0878,NEAR OCEAN
-118.84,34.15,17.0,3785.0,494.0,1527.0,507.0,8.4443,<1H OCEAN
-118.39,34.22,35.0,1790.0,334.0,1277.0,345.0,5.0818,<1H OCEAN
-118.0,33.71,19.0,4808.0,1029.0,2422.0,971.0,4.0121,<1H OCEAN
-122.01,37.36,25.0,2796.0,429.0,1267.0,426.0,6.6329,<1H OCEAN
-118.4,33.97,37.0,1364.0,248.0,494.0,242.0,4.6364,<1H OCEAN
-122.59,38.12,25.0,7784.0,1145.0,3445.0,1166.0,6.0132,<1H OCEAN
-118.1,34.15,14.0,1442.0,369.0,782.0,343.0,2.7431,INLAND
-118.26,33.91,44.0,892.0,139.0,440.0,159.0,2.8859,<1H OCEAN
-122.41,37.65,32.0,3436.0,868.0,2583.0,817.0,3.5039,NEAR OCEAN
-121.86,37.23,24.0,4337.0,670.0,1936.0,652.0,5.8904,<1H OCEAN
-118.21,34.12,52.0,1301.0,389.0,1189.0,361.0,2.5139,<1H OCEAN
-120.13,36.87,32.0,2089.0,468.0,1765.0,427.0,2.234,INLAND
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,<1H OCEAN
-121.96,37.31,31.0,3890.0,711.0,1898.0,717.0,5.2534,<1H OCEAN
-117.24,32.8,30.0,1917.0,462.0,828.0,437.0,2.4671,NEAR OCEAN
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,NEAR BAY
-117.1,32.68,20.0,1012.0,269.0,837.0,240.0,2.0488,NEAR OCEAN
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,NEAR BAY
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,<1H OCEAN
-119.71,34.43,18.0,1170.0,372.0,681.0,346.0,2.1974,<1H OCEAN
-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,NEAR OCEAN
-122.26,41.66,17.0,1885.0,350.0,953.0,328.0,2.1607,INLAND
-122.22,38.1,40.0,2549.0,478.0,1275.0,494.0,2.9469,NEAR BAY
-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,4.4063,INLAND
-118.16,34.02,42.0,814.0,216.0,773.0,208.0,2.5313,<1H OCEAN
-119.19,34.2,18.0,3620.0,,3171.0,779.0,3.3409,NEAR OCEAN
-121.42,38.68,32.0,2118.0,345.0,1019.0,338.0,3.725,INLAND
-119.18,34.19,19.0,2393.0,,1938.0,762.0,1.6953,NEAR OCEAN
-116.96,32.8,24.0,2493.0,693.0,1420.0,643.0,1.8357,<1H OCEAN
-121.31,37.99,15.0,3103.0,965.0,3061.0,861.0,1.3729,INLAND
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,NEAR BAY
-118.47,34.16,30.0,3823.0,740.0,1449.0,612.0,4.6,<1H OCEAN
-120.84,37.5,47.0,2310.0,484.0,1126.0,447.0,2.2083,INLAND
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,NEAR OCEAN
-119.03,35.37,52.0,1503.0,367.0,554.0,277.0,1.6786,INLAND
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,3.6949,INLAND
-121.25,38.69,17.0,3050.0,481.0,1490.0,489.0,4.5562,INLAND
-118.05,33.95,33.0,1954.0,390.0,1600.0,376.0,3.6125,<1H OCEAN
-117.42,33.98,16.0,10072.0,2043.0,5913.0,1909.0,3.0606,INLAND
-121.46,38.52,34.0,1279.0,285.0,963.0,268.0,2.71,INLAND
-121.93,36.63,41.0,1049.0,198.0,428.0,183.0,4.3571,NEAR OCEAN
-121.8,37.35,15.0,2781.0,498.0,1389.0,475.0,5.614,<1H OCEAN
-118.46,34.23,20.0,4609.0,1499.0,5349.0,1377.0,2.7121,<1H OCEAN
-117.41,34.1,29.0,1362.0,251.0,776.0,253.0,3.1287,INLAND
-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,INLAND
-122.1,37.88,35.0,3701.0,528.0,1511.0,517.0,7.2315,NEAR BAY
-119.56,36.53,19.0,2746.0,495.0,1670.0,518.0,3.2019,INLAND
-117.78,33.68,15.0,1834.0,330.0,841.0,309.0,6.0634,<1H OCEAN
-117.25,32.8,26.0,2442.0,659.0,1134.0,624.0,3.3274,NEAR OCEAN
-117.06,32.7,12.0,3943.0,737.0,3280.0,751.0,4.112,NEAR OCEAN
-121.99,37.96,17.0,2756.0,423.0,1228.0,426.0,5.5872,INLAND
-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,NEAR BAY
-121.99,37.61,9.0,3666.0,711.0,2341.0,703.0,4.6458,<1H OCEAN
-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924,<1H OCEAN
-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,NEAR BAY
-118.36,34.07,48.0,1740.0,360.0,748.0,357.0,4.7019,<1H OCEAN
-121.86,37.31,24.0,1939.0,652.0,1808.0,625.0,2.2259,<1H OCEAN
-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,INLAND
-118.07,33.99,39.0,552.0,151.0,807.0,168.0,3.25,<1H OCEAN
-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,INLAND
-118.36,34.1,37.0,7097.0,2010.0,2913.0,1939.0,2.875,<1H OCEAN
-121.26,38.27,20.0,1314.0,229.0,712.0,219.0,4.4125,INLAND
-122.04,36.96,32.0,1438.0,306.0,802.0,293.0,4.1964,NEAR OCEAN
-118.38,33.81,33.0,2349.0,407.0,954.0,373.0,6.4956,NEAR OCEAN
-122.45,37.77,52.0,3095.0,682.0,1269.0,639.0,3.575,NEAR BAY
-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,NEAR OCEAN
-121.1,38.94,42.0,410.0,117.0,706.0,112.0,1.0179,INLAND
-118.14,33.96,34.0,2744.0,541.0,1333.0,503.0,4.0536,<1H OCEAN
-123.85,41.32,31.0,938.0,238.0,425.0,157.0,1.0486,<1H OCEAN
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,NEAR OCEAN
-122.45,37.76,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,NEAR BAY
-121.26,37.97,31.0,1189.0,295.0,891.0,292.0,2.5536,INLAND
-122.3,37.56,37.0,1962.0,367.0,1267.0,382.0,4.7344,NEAR OCEAN
-122.45,37.77,52.0,2339.0,548.0,1090.0,507.0,3.3679,NEAR BAY
-122.39,40.59,26.0,1279.0,438.0,1276.0,420.0,1.2404,INLAND
-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,<1H OCEAN
-117.42,34.59,8.0,5445.0,1360.0,3220.0,1214.0,1.7567,INLAND
-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,<1H OCEAN
-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,<1H OCEAN
-122.3,38.31,34.0,1797.0,395.0,1162.0,407.0,3.455,NEAR BAY
-118.17,33.92,43.0,2099.0,398.0,1276.0,387.0,3.1528,<1H OCEAN
-118.89,34.33,23.0,366.0,62.0,265.0,66.0,3.125,<1H OCEAN
-117.0,32.64,11.0,3098.0,490.0,1391.0,484.0,4.9792,NEAR OCEAN
-118.15,33.92,30.0,915.0,234.0,646.0,211.0,2.5208,<1H OCEAN
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,NEAR BAY
-121.35,38.66,24.0,3313.0,769.0,1631.0,681.0,2.5556,INLAND
-118.94,35.38,26.0,4800.0,831.0,2365.0,743.0,3.7533,INLAND
-118.0,33.76,12.0,1250.0,331.0,1047.0,334.0,3.0625,<1H OCEAN
-119.24,34.28,41.0,1280.0,240.0,608.0,252.0,4.4038,NEAR OCEAN
-117.95,33.94,28.0,2851.0,496.0,1287.0,496.0,5.0782,<1H OCEAN
-122.5,37.74,44.0,2082.0,470.0,1154.0,403.0,4.3611,NEAR OCEAN
-121.6,39.77,26.0,1503.0,343.0,699.0,296.0,1.875,INLAND
-123.21,40.51,16.0,241.0,84.0,152.0,61.0,1.375,INLAND
-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,<1H OCEAN
-122.67,38.31,28.0,1915.0,419.0,930.0,342.0,3.7875,<1H OCEAN
-117.98,33.76,23.0,1553.0,518.0,1988.0,474.0,2.1375,<1H OCEAN
-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND
-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,<1H OCEAN
-116.75,33.83,16.0,5277.0,1070.0,657.0,276.0,3.3333,INLAND
-119.08,34.34,23.0,3065.0,723.0,2042.0,698.0,2.7593,<1H OCEAN
-118.1,34.08,21.0,1349.0,352.0,1188.0,330.0,2.5,<1H OCEAN
-120.37,36.13,10.0,2522.0,533.0,1335.0,493.0,3.2639,INLAND
-118.08,33.97,36.0,1678.0,323.0,1380.0,352.0,3.5481,<1H OCEAN
-118.21,33.93,33.0,2739.0,801.0,3423.0,741.0,2.2847,<1H OCEAN
-119.69,36.46,29.0,1702.0,301.0,914.0,280.0,2.8125,INLAND
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,NEAR BAY
-124.23,40.54,52.0,2694.0,453.0,1152.0,435.0,3.0806,NEAR OCEAN
-117.15,34.03,26.0,5305.0,701.0,1818.0,676.0,6.1461,INLAND
-122.46,37.77,52.0,1824.0,388.0,799.0,363.0,3.75,NEAR BAY
-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,<1H OCEAN
-118.19,33.91,43.0,1531.0,357.0,1509.0,376.0,2.6354,<1H OCEAN
-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,<1H OCEAN
-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,2.3482,INLAND
-122.01,37.53,19.0,4572.0,712.0,2346.0,709.0,6.0667,NEAR BAY
-118.31,33.98,52.0,1607.0,331.0,900.0,295.0,3.5982,<1H OCEAN
-117.99,33.98,18.0,8399.0,1144.0,3727.0,1107.0,6.9695,<1H OCEAN
-118.2,33.95,35.0,1924.0,520.0,2101.0,541.0,2.4267,<1H OCEAN
-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,INLAND
-120.59,37.39,16.0,4717.0,1119.0,3589.0,1017.0,2.1061,INLAND
-118.12,34.06,23.0,1190.0,347.0,965.0,327.0,2.2261,<1H OCEAN
-117.29,34.09,24.0,1451.0,387.0,1178.0,330.0,1.1806,INLAND
-117.67,33.67,5.0,10534.0,2035.0,4656.0,1863.0,5.7797,<1H OCEAN
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,<1H OCEAN
-121.29,38.65,27.0,2744.0,464.0,1340.0,452.0,3.8816,INLAND
-121.88,37.44,26.0,1471.0,348.0,1089.0,320.0,5.3057,<1H OCEAN
-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,INLAND
-117.53,33.97,29.0,1430.0,273.0,872.0,283.0,4.0833,INLAND
-121.14,37.7,29.0,1343.0,223.0,751.0,225.0,3.2391,INLAND
-121.23,37.94,20.0,268.0,78.0,77.0,49.0,1.125,INLAND
-120.96,37.64,36.0,60.0,12.0,51.0,14.0,3.625,INLAND
-122.45,37.79,52.0,1734.0,482.0,731.0,429.0,1.4804,NEAR BAY
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47,INLAND
-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN
-120.84,35.32,17.0,4197.0,802.0,1656.0,732.0,3.526,NEAR OCEAN
-121.36,38.73,21.0,2253.0,416.0,1050.0,411.0,3.141,INLAND
-118.29,34.03,22.0,3313.0,1235.0,2381.0,1063.0,0.7473,<1H OCEAN
-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,INLAND
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,NEAR BAY
-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2.875,NEAR BAY
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,NEAR OCEAN
-118.13,34.01,43.0,782.0,207.0,827.0,223.0,3.1538,<1H OCEAN
-117.24,33.19,19.0,1569.0,351.0,1035.0,352.0,2.9191,<1H OCEAN
-122.15,37.75,40.0,1445.0,256.0,849.0,255.0,3.8913,NEAR BAY
-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,<1H OCEAN
-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,NEAR OCEAN
-121.23,37.99,38.0,523.0,80.0,226.0,72.0,5.5693,INLAND
-121.89,37.33,49.0,658.0,318.0,467.0,316.0,0.7068,<1H OCEAN
-124.14,40.59,22.0,1665.0,405.0,826.0,382.0,1.5625,NEAR OCEAN
-118.47,34.14,34.0,3646.0,610.0,1390.0,607.0,7.629,<1H OCEAN
-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975,NEAR BAY
-117.21,32.82,31.0,2035.0,383.0,866.0,360.0,3.8529,NEAR OCEAN
-122.48,37.73,52.0,1597.0,240.0,566.0,231.0,5.1681,NEAR OCEAN
-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,INLAND
-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,<1H OCEAN
-118.32,34.19,37.0,589.0,119.0,375.0,122.0,3.3897,<1H OCEAN
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,<1H OCEAN
-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,<1H OCEAN
-121.62,36.63,52.0,1437.0,298.0,836.0,257.0,3.6286,<1H OCEAN
-121.52,38.59,35.0,6418.0,1545.0,3814.0,1496.0,1.6647,INLAND
-118.28,33.99,46.0,2577.0,703.0,2446.0,687.0,1.275,<1H OCEAN
-118.24,33.98,37.0,1196.0,364.0,1622.0,327.0,2.125,<1H OCEAN
-119.32,36.19,11.0,1281.0,291.0,861.0,313.0,1.0962,INLAND
-117.96,33.81,34.0,1941.0,356.0,1021.0,339.0,4.4663,<1H OCEAN
-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN
-117.5,34.12,2.0,11965.0,1802.0,4436.0,1296.0,5.285,INLAND
-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,NEAR OCEAN
-121.34,38.0,32.0,3877.0,687.0,1642.0,647.0,4.0444,INLAND
-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,NEAR OCEAN
-117.64,34.07,30.0,2787.0,713.0,2647.0,693.0,2.2765,INLAND
-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,INLAND
-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,<1H OCEAN
-121.32,38.68,25.0,1252.0,207.0,587.0,217.0,3.5893,INLAND
-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,<1H OCEAN
-122.41,37.74,52.0,831.0,175.0,415.0,159.0,1.9464,NEAR BAY
-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,<1H OCEAN
-121.84,37.27,16.0,2429.0,387.0,1293.0,363.0,5.5,<1H OCEAN
-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669,<1H OCEAN
-118.19,33.92,36.0,1356.0,314.0,1469.0,300.0,2.0785,<1H OCEAN
-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401,NEAR BAY
-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2.537,NEAR BAY
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,NEAR BAY
-121.31,37.98,47.0,3386.0,663.0,1228.0,619.0,3.0625,INLAND
-118.12,33.87,21.0,3764.0,1081.0,1919.0,977.0,2.5057,<1H OCEAN
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,INLAND
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,<1H OCEAN
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,<1H OCEAN
-117.95,33.86,35.0,2478.0,431.0,1333.0,427.0,5.2099,<1H OCEAN
-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,INLAND
-117.67,33.61,23.0,3588.0,577.0,1695.0,569.0,6.1401,<1H OCEAN
-120.63,35.13,16.0,2680.0,704.0,975.0,619.0,1.7878,<1H OCEAN
-122.11,37.7,29.0,1298.0,306.0,835.0,338.0,2.3274,NEAR BAY
-118.25,33.94,37.0,1002.0,270.0,1092.0,273.0,1.6333,<1H OCEAN
-118.37,33.84,35.0,1792.0,322.0,978.0,326.0,4.9583,<1H OCEAN
-118.22,34.05,34.0,1113.0,,928.0,290.0,3.1654,<1H OCEAN
-118.34,34.04,42.0,2010.0,494.0,1203.0,427.0,1.9408,<1H OCEAN
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,<1H OCEAN
-119.79,36.78,38.0,1912.0,456.0,1131.0,408.0,2.03,INLAND
-120.04,36.95,36.0,1528.0,347.0,1334.0,304.0,1.3594,INLAND
-117.12,32.73,52.0,3976.0,718.0,1750.0,769.0,3.4151,NEAR OCEAN
-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,3.225,<1H OCEAN
-118.33,33.98,32.0,1784.0,489.0,1472.0,476.0,1.6477,<1H OCEAN
-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211,<1H OCEAN
-120.85,37.51,5.0,2899.0,745.0,1593.0,633.0,2.2292,INLAND
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,NEAR BAY
-118.45,34.26,35.0,1724.0,311.0,992.0,315.0,4.8359,<1H OCEAN
-116.98,34.07,21.0,739.0,125.0,199.0,82.0,4.8958,INLAND
-122.45,37.67,36.0,1664.0,326.0,963.0,322.0,4.7813,NEAR OCEAN
-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,<1H OCEAN
-121.88,36.96,18.0,6355.0,1100.0,2304.0,972.0,6.0281,NEAR OCEAN
-117.07,32.56,9.0,3648.0,895.0,3293.0,840.0,3.0992,NEAR OCEAN
-117.96,34.09,30.0,2686.0,613.0,2477.0,573.0,3.4427,INLAND
-120.84,37.51,8.0,1191.0,242.0,688.0,260.0,2.7243,INLAND
-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,<1H OCEAN
-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2.4135,NEAR OCEAN
-117.04,32.62,27.0,1710.0,282.0,1089.0,297.0,4.6793,NEAR OCEAN
-119.45,36.09,18.0,408.0,82.0,253.0,75.0,2.0313,INLAND
-117.58,33.92,16.0,4157.0,586.0,2036.0,594.0,6.155,INLAND
-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,NEAR BAY
-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222,INLAND
-118.39,34.06,43.0,1879.0,397.0,873.0,382.0,3.8158,<1H OCEAN
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,<1H OCEAN
-118.44,34.19,29.0,1599.0,459.0,1143.0,438.0,2.4583,<1H OCEAN
-118.09,33.79,31.0,4231.0,617.0,1694.0,623.0,6.6312,<1H OCEAN
-117.86,33.88,19.0,1621.0,328.0,871.0,322.0,3.7361,<1H OCEAN
-117.07,32.64,38.0,1486.0,269.0,745.0,295.0,4.6477,NEAR OCEAN
-117.18,32.82,25.0,1756.0,301.0,722.0,312.0,4.5625,NEAR OCEAN
-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,INLAND
-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,INLAND
-117.05,32.58,25.0,2185.0,370.0,1558.0,369.0,5.3072,NEAR OCEAN
-121.13,39.31,17.0,3442.0,705.0,1693.0,619.0,2.8102,INLAND
-118.41,34.09,37.0,2716.0,302.0,809.0,291.0,15.0001,<1H OCEAN
-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,NEAR OCEAN
